"Time","Shipment Rate","Desired Shipment Rate","Customer Order Rate","Inventory","Desired Inventory","Production Rate","Desired Production","WIP Inventory","Desired WIP","Inventory Coverage","Order Fulfillment Ratio","WIP Coverage","Backlog","Delivery Delay","Material Usage Rate","Desired Material Usage Rate","Desired Material Inventory","Material Inventory","Material Delivery Rate","Desired Material Delivery Rate"
"37.8","12000.2744847229","12000.2744847229","12000","46960.9508871186","47870.8006892203","12155.8997217586","12081.4313975678","96761.9531225134","96651.4511805422","3.91332306164354","1","7.96008155194909","24000.5489694458","2","12026.1804265822","12026.1804265822","24052.3608531644","24072.2378082819","12016.2419490234","12016.2419490234"
"37.9","12000.2607604868","12000.2607604867","12000","46976.5134108222","47872.415680605","12153.2527660596","12080.0917038741","96748.9811929958","96640.7336309929","3.91462438595515","1","7.96074788003972","24000.5215209735","2","12025.9679228727","12025.9679228727","24051.9358457454","24071.2439605261","12016.3138654823","12016.3138654823"
"38","12000.2477224624","12000.2477224624","12000","46991.8126113795","47874.0104845975","12150.6477021425","12078.7773553016","96736.2527086771","96630.218842413","3.91590354617587","1","7.96140708545269","24000.4954449248","2","12025.7604221696","12025.7604221696","24051.5208443391","24070.278554787","12016.3815669456","12016.3815669456"
"38.1","12000.2353363393","12000.2353363393","12000","47006.8526093475","47875.58535354","12148.0841433603","12077.4879314091","96723.7639806798","96619.9034512725","3.91716089658681","1","7.96205910654193","24000.4706726786","2","12025.5576667054","12025.5576667054","24051.1153334109","24069.3406692646","12016.4449987786","12016.4449987785"
"38.2","12000.2235695223","12000.2235695223","12000","47021.6374900496","47877.1405366208","12145.5616982121","12076.2230149766","96711.5113330143","96609.7841198127","3.91839678799595","1","7.96270388608302","24000.4471390447","2","12025.3594083758","12025.3594083758","24050.7188167516","24068.4294024719","12016.5041155156","12016.5041155156"
"38.3","12000.2123910462","12000.2123910462","12000","47036.1713029186","47878.676279913","12143.0799705748","12074.9821921026","96699.4911040307","96599.8575368204","3.91961156770975","1","7.96334137124628","24000.4247820924","2","12025.1654084974","12025.1654084974","24050.3308169949","24067.5438731859","12016.5588804019","12016.5588804019"
"38.4","12000.2017714939","12000.2017714939","12000","47050.4580608714","47880.1928264141","12140.638559937","12073.7650522964","96687.6996478229","96590.1204183708","3.92080557950603","1","7.96397151356465","24000.4035429878","2","12024.9754375703","12024.9754375703","24049.9508751406","24066.6832203764","12016.6092649524","12016.6092649524"
"38.5","12000.1916829192","12000.1916829192","12000","47064.5017397157","47881.6904160839","12138.237061632","12072.571188567","96676.1333355862","96580.569508536","3.92197916360838","1","7.96459426889693","24000.3833658384","2","12024.7892750419","12024.7892750419","24049.5785500837","24065.8466031146","12016.6552485264","12016.6552485264"
"38.6","12000.1820987732","12000.1820987732","12000","47078.306277587","47883.1692858829","12135.8750670726","12071.4001975077","96664.7885569272","96571.2015800615","3.92313265666191","1","7.96520959738623","24000.3641975465","2","12024.6067090749","12024.6067090749","24049.2134181497","24065.0332004631","12016.6968179182","12016.6968179182"
"38.7","12000.1729938346","12000.1729938346","12000","47091.875574417","47884.6296698093","12133.5521639862","12070.2516793764","96653.6617211275","96562.013435011","3.92426639171049","1","7.96581746341413","24000.3459876692","2","12024.4275363181","12024.4275363181","24048.8550726363","24064.2422113474","12016.7339669626","12016.7339669626"
"38.8","12000.1643441429","12000.1643441429","12000","47105.2134914321","47886.0717989367","12131.2679366483","12069.1252381722","96642.7492583607","96553.001905378","3.92538069817549","1","7.96641783555081","24000.3286882857","2","12024.2515616809","12024.2515616809","24048.5031233618","24063.4728544118","12016.7666961559","12016.7666961559"
"38.9","12000.1561269357","12000.1561269357","12000","47118.3238506827","47887.49590145","12129.0219661174","12068.0204817084","96632.0476208639","96544.1638536673","3.926475901836","1","7.96701068650113","24000.3122538714","2","12024.0785981101","12024.0785981101","24048.1571962202","24062.7243678593","12016.7950122906","12016.7950122906"
"39","12000.1483205889","12000.1483205889","12000","47131.2104346008","47888.9022026819","12126.8138304676","12066.9370216806","96621.5532840632","96535.4961734448","3.92755232481058","1","7.96759599304719","24000.2966411779","2","12023.9084663714","12023.9084663714","24047.8169327428","24061.9960092774","12016.8189281041","12016.8189281041"
"39.1","12000.1409045595","12000.1409045595","12000","47143.8769855887","47890.2909251484","12124.6431050215","12065.874473732","96611.2627476536","96526.9957898564","3.92861028554059","1","7.96817373598744","24000.281809119","2","12023.7409948334","12023.7409948334","24047.4819896669","24061.2870554506","12016.8384619416","12016.8384619416"
"39.2","12000.1338593315","12000.1338593315","12000","47156.3272056349","47891.662288584","12122.5093625804","12064.8324575146","96601.1725366348","96518.6596601171","3.92965009877497","1","7.96874390007252","24000.267718663","2","12023.5760192558","12023.5760192558","24047.1520385116","24060.5968021615","12016.8536374309","12016.8536374309"
"39.3","12000.1271663649","12000.1271663649","12000","47168.5647559598","47893.0165099767","12120.4121736542","12063.8105967463","96591.2792023023","96510.4847739703","3.93067207555668","1","7.96930647393821","24000.2543327299","2","12023.4133825803","12023.4133825803","24046.8267651606","24059.924563979","12016.8644831711","12016.8644831711"
"39.4","12000.1208080467","12000.1208080467","12000","47180.5932566887","47894.353803602","12118.3511066887","12062.8085192647","96581.5793231949","96502.4681541173","3.93167652321064","1","7.9698614500356","24000.2416160934","2","12023.2529347258","12023.2529347258","24046.5058694517","24059.269674038","12016.8710324326","12016.8710324326"
"39.5","12000.1147676444","12000.1147676444","12000","47192.4162865529","47895.674381057","12116.3257282911","12061.8258570772","96572.0695059986","96494.606856618","3.93266374533324","1","7.97040882455868","24000.2295352887","2","12023.0945323869","12023.0945323869","24046.1890647739","24058.6314838087","12016.8733228695","12016.8733228695"
"39.6","12000.1090292621","12000.1090292621","12000","47204.0373826176","47896.9784512938","12114.335603453","12060.862246408","96562.7463864082","96486.8979712637","3.93363404178338","1","7.97094859736956","24000.2180585243","2","12022.9380388357","12022.9380388357","24045.8760776714","24058.009362857","12016.8713962429","12016.8713962429"
"39.7","12000.103577799","12000.103577799","12000","47215.4600400367","47898.2662206526","12112.3802957716","12059.9173277401","96553.6066299465","96479.3386219211","3.93458770867514","1","7.97148077192169","24000.2071555981","2","12022.7833237274","12022.7833237274","24045.5666474549","24057.4026985977","12016.865298156","12016.865298156"
"39.8","12000.0983989091","12000.0983989091","12000","47226.6877118339","47899.5378928944","12110.459367667","12058.9907458562","96544.646932742","96471.9259668493","3.93552503837196","1","7.97200535518092","24000.1967978182","2","12022.6302629098","12022.6302629098","24045.2605258196","24056.8108960406","12016.8550777994","12016.8550777994"
"39.9","12000.0934789636","12000.0934789636","12000","47237.7238087097","47900.7936692332","12108.5723805976","12058.0821498738","96535.8640222663","96464.65719899","3.93644631948228","1","7.97252235754502","24000.1869579272","2","12022.4787382356","12022.4787382356","24044.9574764712","24056.2333775295","12016.8407877064","12016.8407877064"
"40","12000.0888050154","12000.0888050154","12000","47248.5716988731","47902.0337483678","12106.7188952721","12057.1911932788","96527.2546580301","96457.5295462304","3.93735183685687","1","7.97303179276145","24000.1776100309","2","12022.3286373789","12022.3286373789","24044.6572747578","24055.6695824766","12016.8224835195","12016.8224835195"
